Customer_ID,Age,Annual_Income_INR,Employment_Years,Employment_Type,Education,Marital_Status,Home_Ownership,Loan_Amount,Loan_Term_Months,Existing_Debt,Debt_To_Income_Ratio,Credit_History_Years,Missed_Payments,Credit_Utilization_Percent,Number_of_Credit_Cards,Number_of_Active_Loans,Savings_Balance,Checking_Balance,Creditworthy_Target
2304,64,667646,34,Salaried,Bachelor,Single,Mortgage,2848879,60,345450,478.45,5,1,12.8,4,4,2488450,935125,0
2305,65,2292918,43,Salaried,Bachelor,Single,Own,2601641,72,1110592,161.9,2,1,18.7,5,1,1317437,420464,1
2306,25,897459,0,Self-Employed,Bachelor,Divorced,Mortgage,2940034,12,1126366,453.1,11,0,38.4,6,3,919963,161663,0
2307,36,1433412,2,Business,Bachelor,Married,Rent,1269832,24,1227585,174.23,23,1,55.5,3,0,462638,961958,1
2308,28,651307,4,Salaried,Bachelor,Single,Rent,403037,36,300529,108.02,10,1,45.6,5,0,1482094,136906,0
2309,36,1947897,4,Salaried,Master,Married,Own,687141,72,20243,36.32,17,4,40.0,6,0,595100,247383,1
2310,47,916960,21,Salaried,High School,Married,Mortgage,1064268,48,53063,121.85,5,1,67.4,5,3,2507624,465038,1
2311,34,2204364,11,Salaried,Bachelor,Married,Rent,935710,72,1265225,99.84,17,0,45.0,0,1,1017188,385468,1
2312,24,372412,3,Salaried,Master,Married,Mortgage,663517,72,1358795,543.03,28,1,50.6,1,1,1337543,416385,0
2313,45,1344643,17,Salaried,High School,Married,Rent,495086,72,317648,60.44,9,1,100.0,0,3,1982161,770150,1
2314,23,547789,0,Salaried,Bachelor,Single,Rent,601029,60,1314477,349.68,14,1,44.8,2,3,2097607,556744,0
2315,32,2242379,5,Salaried,High School,Single,Own,1991919,72,794616,124.27,28,0,31.1,1,4,350562,479982,1
2316,21,1147562,1,Salaried,High School,Single,Own,1498390,60,277228,154.73,18,0,54.6,4,2,229042,703356,0
2317,25,1744779,1,Salaried,High School,Married,Mortgage,160804,12,469399,36.12,11,1,59.7,7,0,852327,603419,1
2318,42,2220363,22,Business,Master,Married,Rent,1713289,24,398013,95.09,3,0,51.0,0,5,2240613,628727,0
2319,62,1422677,38,Salaried,High School,Single,Own,2534941,84,1145432,258.69,28,0,48.1,2,4,2575093,477813,1
2320,58,312914,25,Self-Employed,High School,Single,Rent,1305673,12,282836,507.65,18,2,74.6,0,4,2916861,554414,0
2321,25,692074,3,Salaried,High School,Married,Mortgage,989854,48,274601,182.71,1,2,72.1,0,5,821308,283325,0
2322,22,673405,0,Salaried,Master,Single,Rent,854036,72,1079301,287.1,16,0,42.7,0,4,2290754,413676,1
2323,37,2300904,17,Salaried,High School,Married,Rent,1169282,48,453304,70.52,29,2,32.1,4,5,505340,162727,1
2324,52,2287361,24,Salaried,Bachelor,Married,Mortgage,871933,24,375013,54.51,27,4,53.6,7,3,567710,82184,1
2325,57,1286547,24,Salaried,High School,Married,Own,2776431,12,1211702,309.99,5,1,32.0,5,3,1600849,850134,0
2326,61,2244834,36,Salaried,High School,Divorced,Rent,2976778,60,1397174,194.85,12,2,62.7,5,3,293141,807053,1
2327,37,750756,15,Salaried,Master,Married,Rent,1062697,60,833051,252.51,29,2,53.5,1,3,99947,275212,0
2328,29,1756325,1,Business,Bachelor,Married,Rent,2774848,60,1241461,228.68,23,1,98.4,6,2,2985672,460969,1
2329,22,1089287,0,Self-Employed,Bachelor,Married,Own,2568101,24,1261906,351.61,16,0,74.5,4,1,2411853,997367,0
2330,28,737898,0,Salaried,Master,Single,Own,273901,48,882601,156.73,9,1,23.4,7,4,2027500,531002,1
2331,24,760025,0,Salaried,Master,Single,Mortgage,1497969,48,1244545,360.85,22,3,34.6,3,1,667384,10064,0
2332,63,1153960,34,Self-Employed,Master,Married,Mortgage,1986824,72,13407,173.34,17,3,6.7,5,5,229164,577336,1
2333,34,968007,5,Salaried,High School,Single,Mortgage,1295286,24,52974,139.28,15,1,2.2,3,4,398574,881947,1
2334,61,670032,32,Self-Employed,High School,Married,Mortgage,1397788,60,1325504,406.44,27,0,47.3,4,5,1264432,230685,0
2335,48,955218,17,Business,PhD,Single,Own,1507790,60,210648,179.9,11,3,21.2,0,3,2424608,947368,1
2336,47,478325,21,Salaried,Bachelor,Married,Rent,2082001,60,1091642,663.49,18,1,77.8,3,3,1780806,763151,0
2337,43,2429635,9,Salaried,Bachelor,Married,Rent,916601,12,630189,63.66,1,2,68.2,1,2,2528264,58704,1
2338,61,1061596,36,Salaried,Bachelor,Single,Own,1811034,12,1181861,281.92,21,1,39.6,5,4,2727292,987730,1
2339,23,429126,3,Salaried,Bachelor,Single,Own,768298,60,997816,411.56,16,2,38.4,5,3,2204194,627573,0
2340,25,1515906,0,Salaried,Bachelor,Married,Own,2673294,60,107737,183.46,26,1,74.7,6,2,299845,215831,0
2341,41,2228839,12,Business,High School,Single,Own,299785,60,505248,36.12,9,0,79.3,3,0,703790,782679,1
2342,40,1015043,6,Salaried,High School,Single,Own,247615,72,1062840,129.1,27,2,26.3,6,0,1011998,821360,1
2343,47,2140961,22,Salaried,High School,Single,Rent,161301,36,1382328,72.1,17,0,23.8,7,1,1580966,615363,1
2344,57,1597112,31,Salaried,Master,Married,Mortgage,1081313,36,1206884,143.27,6,5,39.0,3,4,2378714,964155,1
2345,49,1895062,21,Salaried,Bachelor,Married,Rent,1838428,84,1337793,167.61,4,0,53.6,7,5,2907198,880118,1
2346,33,867310,8,Self-Employed,Master,Married,Own,2957207,60,1434953,506.41,5,3,34.7,6,5,2949816,311621,0
2347,37,265688,6,Salaried,Bachelor,Single,Own,1391205,48,1341329,1028.47,9,2,54.0,2,3,1433298,132480,0
2348,57,982373,31,Salaried,Master,Married,Rent,587741,48,870705,148.46,16,4,84.0,3,5,2974738,807405,1
2349,30,2324741,0,Self-Employed,Master,Divorced,Own,1136321,72,504215,70.57,26,1,16.9,0,0,2848919,948756,1
2350,45,2014362,19,Self-Employed,Bachelor,Married,Rent,425633,36,762062,58.96,29,5,36.1,3,5,499975,294323,1
2351,47,1999254,24,Salaried,Bachelor,Divorced,Own,1442362,48,1193537,131.84,20,1,17.3,2,5,2029105,550508,1
2352,57,2217690,23,Salaried,Bachelor,Married,Mortgage,2200467,12,638095,128.0,14,3,28.3,2,2,1316632,510389,1
2353,56,1045977,29,Self-Employed,High School,Single,Rent,154821,72,1246240,133.95,18,1,39.1,2,0,2534987,344373,1
2354,43,927119,13,Salaried,High School,Married,Own,2343433,48,1051931,366.23,9,4,30.5,0,4,2604221,538206,0
2355,36,2326450,8,Salaried,Bachelor,Divorced,Mortgage,724259,84,313975,44.63,7,0,55.4,3,0,577200,525184,1
2356,39,1505916,14,Salaried,Master,Single,Rent,2033206,36,1381231,226.73,16,2,48.0,1,3,1811303,985331,1
2357,41,871265,7,Salaried,High School,Single,Own,2455711,36,1269390,427.55,24,0,51.0,1,1,2780204,339315,1
2358,31,825336,6,Salaried,Bachelor,Single,Rent,2339777,12,899632,392.5,1,1,38.9,5,3,2002024,148957,0
2359,51,2215287,17,Business,Master,Single,Rent,2026149,84,291161,104.61,3,1,40.7,7,5,2560033,455443,1
2360,31,303736,5,Self-Employed,High School,Single,Mortgage,2096478,36,340925,802.47,5,1,38.0,1,0,2169798,141629,0
2361,52,323128,32,Unemployed,Master,Married,Own,603481,24,1259165,576.44,6,0,40.0,4,0,2355148,156461,0
2362,57,1891828,37,Unemployed,High School,Married,Mortgage,450523,60,26360,25.21,4,0,53.4,7,3,2541906,635036,1
2363,68,183132,34,Salaried,High School,Single,Rent,1174697,72,725417,1037.57,3,0,6.5,4,4,2823669,844647,0
2364,26,576728,0,Salaried,High School,Married,Rent,1844254,12,928669,480.8,0,2,50.8,0,1,594371,115703,0
2365,58,2478268,33,Business,High School,Divorced,Own,1873588,48,348752,89.67,10,2,27.6,6,0,2366636,389619,1
2366,25,1167653,0,Business,High School,Married,Own,2341786,48,1296896,311.62,21,0,38.2,0,4,1151565,183241,0
2367,37,1868178,8,Self-Employed,Bachelor,Divorced,Mortgage,960063,12,783473,93.33,4,3,13.8,4,4,1730241,467011,1
2368,29,1309945,0,Salaried,High School,Married,Rent,2603273,24,98962,206.29,9,1,37.8,3,5,1971585,590701,1
2369,28,390125,0,Salaried,Master,Single,Mortgage,1374986,60,480244,475.55,29,1,50.6,4,5,1946070,909575,0
2370,29,607974,7,Unemployed,High School,Single,Rent,776393,84,596356,225.79,5,1,54.1,1,4,590486,894271,0
2371,23,1945749,2,Salaried,Bachelor,Married,Rent,2219481,12,334210,131.24,29,0,21.3,7,0,2462682,907002,1
2372,61,399368,31,Business,Bachelor,Divorced,Mortgage,425920,60,1410070,459.72,15,1,53.2,0,1,2145316,422434,0
2373,23,1559510,3,Salaried,High School,Single,Rent,1245672,84,540759,114.55,21,1,67.8,7,3,2247473,788082,1
2374,40,987390,10,Business,Bachelor,Married,Rent,2354216,72,752515,314.64,9,0,35.1,0,2,1849474,290651,0
2375,55,1039089,34,Salaried,High School,Married,Mortgage,2324765,72,802890,301.0,9,1,45.0,2,0,1775374,30015,1
2376,69,2389303,45,Unemployed,Master,Divorced,Own,806817,84,330987,47.62,11,2,3.6,4,3,832597,929884,1
2377,62,1585770,32,Salaried,Bachelor,Divorced,Rent,541328,60,851870,87.86,3,1,27.1,4,4,1794238,906376,1
2378,27,1607114,0,Self-Employed,High School,Single,Own,144191,12,530484,41.98,9,3,50.4,2,4,842197,181032,1
2379,69,992827,38,Salaried,Bachelor,Single,Mortgage,313659,24,15480,33.15,26,2,64.1,2,5,2640846,188735,1
2380,53,1064871,24,Salaried,High School,Single,Mortgage,2484380,36,612209,290.79,0,0,33.0,4,0,150483,907041,0
2381,29,1770988,9,Salaried,PhD,Single,Mortgage,2361631,84,875764,182.8,17,0,98.4,0,5,29734,438291,1
2382,42,270273,10,Self-Employed,Bachelor,Married,Rent,1542673,24,175934,635.88,20,0,51.3,1,3,2186376,789805,0
2383,65,730540,42,Salaried,Bachelor,Married,Rent,1731823,72,1169075,397.09,4,0,19.5,3,1,2153860,902990,0
2384,40,1572634,18,Self-Employed,High School,Divorced,Own,1013567,60,991188,127.48,3,2,70.7,0,5,1678655,545545,1
2385,29,1626604,0,Salaried,Bachelor,Married,Rent,616537,72,464951,66.49,16,4,19.9,0,0,1696982,95043,1
2386,63,394037,41,Self-Employed,Master,Married,Mortgage,83715,12,888246,246.67,6,1,51.6,0,0,104436,600015,0
2387,67,2007757,39,Salaried,Bachelor,Single,Own,2032056,36,455485,123.9,29,0,26.4,6,4,2514881,133103,1
2388,68,1438702,41,Business,Bachelor,Married,Own,154215,48,971584,78.25,5,1,17.9,0,4,2541597,687949,1
2389,67,731495,36,Salaried,High School,Married,Rent,359825,48,230917,80.76,3,0,64.2,1,0,616310,576057,1
2390,63,1924525,43,Business,Master,Married,Mortgage,2388238,84,916187,171.7,9,0,39.8,6,5,46736,437279,1
2391,43,2478834,22,Salaried,Bachelor,Married,Rent,1769352,36,82646,74.71,9,1,79.5,3,5,1576030,467715,1
2392,30,1162718,4,Salaried,Bachelor,Married,Rent,1494632,84,25008,130.7,4,3,24.6,3,4,758191,962189,0
2393,51,837594,24,Business,High School,Single,Mortgage,694269,72,381466,128.43,19,1,13.8,5,2,382932,389676,1
2394,31,874634,0,Salaried,High School,Single,Own,491680,60,261694,86.14,10,0,35.4,4,5,338168,848976,1
2395,44,1554840,15,Self-Employed,High School,Married,Mortgage,1426174,36,736079,139.07,15,3,100.0,3,0,1978124,809663,1
2396,53,289931,31,Salaried,Master,Married,Rent,1107591,12,248358,467.68,7,1,61.7,6,4,1077448,996086,0
2397,67,1301555,33,Self-Employed,Bachelor,Single,Rent,1625642,24,366685,153.07,2,3,56.1,1,5,2291303,894679,1
2398,35,237484,9,Salaried,High School,Single,Own,537650,60,146927,288.26,1,0,56.7,1,3,942956,621280,0
2399,33,269506,0,Salaried,Bachelor,Divorced,Rent,732763,24,1330366,765.52,1,1,35.3,4,2,1870597,991428,0
2400,57,1177661,23,Business,Bachelor,Married,Mortgage,383000,84,1103213,126.2,26,0,99.6,6,2,816390,700423,1
2401,21,1909592,1,Salaried,High School,Single,Rent,1302215,36,326489,85.29,7,2,54.2,7,0,1664313,122961,1
2402,48,2229361,21,Self-Employed,Bachelor,Married,Own,865108,24,180205,46.89,9,1,52.3,5,0,2096868,96344,1
2403,57,383313,31,Business,High School,Single,Own,709209,60,1275375,517.75,17,2,64.7,0,2,1030136,676245,0
2404,47,746225,20,Salaried,Bachelor,Single,Mortgage,1671050,24,1002291,358.25,2,0,19.5,5,0,2663947,529667,0
2405,39,1158255,15,Salaried,Bachelor,Single,Rent,1517367,72,1328774,245.73,18,4,27.4,1,3,1919352,871342,0
2406,61,1511808,33,Salaried,High School,Single,Own,669519,48,267585,61.99,15,0,40.1,6,3,604412,538034,1
2407,39,2469956,12,Business,Bachelor,Divorced,Mortgage,2112145,84,538161,107.3,23,2,64.8,0,5,2698516,240517,1
2408,55,1767589,33,Business,High School,Single,Own,1063829,72,177465,70.23,3,0,19.0,1,1,1495999,857139,1
2409,43,1428997,19,Business,Master,Married,Mortgage,1057027,12,635026,118.41,0,0,43.7,4,4,2164254,480035,1
2410,22,321125,0,Salaried,High School,Married,Own,1459896,84,243795,530.54,23,0,40.8,4,1,1037270,954082,0
2411,46,367489,14,Salaried,High School,Single,Own,460189,12,6230,126.92,11,0,13.5,2,3,68859,7167,1
2412,23,535192,0,Business,High School,Married,Own,1289087,72,762605,383.36,1,1,34.8,3,4,1689738,18276,0
2413,66,1713030,41,Business,Bachelor,Single,Mortgage,1768070,36,1468587,188.94,16,1,55.8,5,2,1526164,134612,1
2414,50,948562,25,Salaried,High School,Single,Rent,429452,36,968223,147.35,13,1,15.3,5,0,2171592,957064,1
2415,39,738987,18,Salaried,Bachelor,Single,Own,1716441,72,1135389,385.91,28,0,73.2,5,4,2209250,125564,0
2416,44,1734616,20,Salaried,Master,Married,Mortgage,164653,24,1217887,79.7,28,0,54.4,1,1,2064893,712675,1
2417,51,2071649,18,Self-Employed,High School,Married,Mortgage,1830285,84,1458331,158.74,16,1,51.9,4,1,1512489,707562,1
2418,33,1198561,13,Salaried,High School,Single,Rent,154603,12,192843,28.99,4,0,45.2,1,4,18296,879874,1
2419,35,2225898,13,Salaried,High School,Married,Rent,566500,24,376131,42.35,22,2,23.2,1,3,1774050,622249,1
2420,41,1883332,9,Business,Bachelor,Married,Rent,1083028,36,924280,106.58,6,0,32.0,7,0,2849366,20943,1
2421,33,1841738,6,Salaried,Bachelor,Married,Own,1863144,36,1231571,168.03,25,0,52.2,0,5,2734753,38697,1
2422,58,2192827,38,Salaried,Master,Divorced,Mortgage,2170466,84,1160759,151.91,18,2,32.0,3,3,244117,14101,1
2423,26,606434,0,Self-Employed,Bachelor,Married,Rent,1433337,84,1091451,416.33,10,3,48.8,3,1,2621850,595694,0
2424,61,1939423,30,Business,Bachelor,Single,Mortgage,437203,36,468607,46.71,29,2,27.0,1,0,433317,430226,1
2425,38,2401949,13,Salaried,High School,Single,Mortgage,1193072,60,547256,72.45,15,4,54.0,0,4,243943,68142,1
2426,48,2482013,23,Unemployed,Master,Married,Mortgage,2371591,36,119573,100.37,11,1,55.5,1,4,79255,20850,1
2427,28,1521061,0,Business,High School,Married,Mortgage,316436,36,470851,51.76,5,2,12.4,5,4,1531659,202199,1
2428,39,1930117,11,Salaried,Bachelor,Married,Mortgage,2161239,36,233918,124.09,19,3,46.3,4,3,530217,479794,1
2429,57,2241567,24,Salaried,Master,Married,Rent,1188033,24,1407228,115.78,8,1,14.6,4,5,1866948,901362,1
2430,34,2157055,11,Salaried,High School,Single,Mortgage,61633,60,137337,9.22,4,1,7.8,1,3,1400629,827207,1
2431,27,2262877,3,Salaried,High School,Divorced,Mortgage,2099032,12,545114,116.85,3,1,33.1,4,1,2556094,447263,1
2432,46,2111089,24,Self-Employed,High School,Married,Own,128906,36,1330817,69.15,19,0,100.0,1,1,631624,286784,0
2433,28,1064640,0,Self-Employed,Master,Married,Rent,1140470,12,1433768,241.79,27,0,60.5,2,2,796501,781346,0
2434,36,1874216,8,Salaried,Bachelor,Married,Rent,625347,48,565052,63.51,7,3,72.8,7,4,1552825,937174,0
2435,43,1132216,18,Salaried,Bachelor,Married,Own,1772765,60,698128,218.24,6,1,57.2,3,0,419561,314311,0
2436,48,2040180,18,Salaried,Bachelor,Divorced,Rent,215556,48,785022,49.04,18,0,49.1,0,1,1374683,497828,1
2437,52,2059763,27,Salaried,Bachelor,Single,Own,318595,72,1233322,75.34,4,2,62.9,4,2,1791463,110774,1
2438,54,2348465,32,Salaried,Bachelor,Married,Own,1617462,60,1153032,117.97,2,3,32.2,1,3,1851736,129701,1
2439,62,1544900,34,Salaried,Bachelor,Married,Rent,2982115,36,786168,243.92,19,2,54.4,0,0,1402836,888191,1
2440,24,1282481,0,Business,Master,Married,Own,166900,84,557247,56.46,15,1,68.5,5,0,303017,226053,1
2441,38,564063,12,Salaried,High School,Married,Mortgage,1409204,60,558569,348.86,0,4,59.0,5,5,773115,163827,0
2442,21,1660825,0,Salaried,High School,Single,Rent,2417805,12,973653,204.2,7,0,69.9,1,0,214227,318988,0
2443,21,1494059,0,Salaried,Bachelor,Married,Own,907723,24,1252906,144.61,5,0,48.7,5,0,2828784,349641,1
2444,31,1374660,8,Business,High School,Married,Own,1504238,60,115019,117.79,20,3,78.8,1,1,1744029,203785,1
2445,50,1749073,26,Business,Bachelor,Single,Own,2524118,12,1153261,210.25,19,3,40.8,4,2,952667,701234,0
2446,64,2154405,36,Salaried,PhD,Married,Rent,2197465,24,721358,135.48,22,0,87.4,4,1,905774,573934,1
2447,58,524919,38,Salaried,Bachelor,Married,Mortgage,914975,12,217803,215.8,2,3,56.5,0,4,165857,591803,0
2448,52,1180754,30,Self-Employed,High School,Single,Rent,2264572,72,144778,204.05,25,0,37.3,5,0,1418766,985489,1
2449,59,1855746,31,Salaried,PhD,Single,Own,2043511,12,505564,137.36,6,1,21.4,4,0,176397,927990,1
2450,29,2081766,2,Business,Bachelor,Married,Rent,1544953,24,372426,92.1,29,0,28.8,3,0,2105506,282262,1
2451,62,1985861,33,Salaried,High School,Single,Mortgage,1351339,84,156168,75.91,26,2,25.8,5,3,603246,987670,1
2452,64,2034502,43,Business,Bachelor,Single,Mortgage,2779820,12,440011,158.26,13,1,43.2,6,5,300641,678465,1
2453,25,2163686,0,Self-Employed,High School,Married,Rent,2629126,24,1250570,179.31,23,1,19.5,3,0,350207,146630,0
2454,44,2411575,17,Salaried,High School,Single,Own,2971210,72,1076375,167.84,20,5,70.9,6,3,85210,319151,0
2455,61,1590711,39,Self-Employed,High School,Single,Own,2042380,12,313555,148.11,23,2,47.2,0,2,1184066,226586,1
2456,44,757496,20,Salaried,Bachelor,Divorced,Rent,1109683,24,1011156,279.98,0,0,46.4,4,3,176458,799215,0
2457,62,1487417,39,Salaried,Bachelor,Married,Rent,373366,72,677548,70.65,2,2,21.7,2,3,241394,639163,1
2458,66,1826317,40,Salaried,Bachelor,Single,Rent,421299,12,1120620,84.43,27,1,29.6,4,1,656851,779046,1
2459,44,413629,17,Salaried,Bachelor,Single,Own,2856022,36,370934,780.16,23,2,1.0,4,3,1683495,146731,0
2460,23,1936053,0,Self-Employed,Master,Single,Mortgage,1121552,24,92632,62.71,18,5,77.4,6,0,660478,515694,0
2461,37,1442568,11,Salaried,Master,Married,Rent,375804,24,469262,58.58,9,1,16.6,4,2,1225173,542219,1
2462,31,2352166,0,Salaried,High School,Single,Mortgage,708893,36,1490871,93.52,12,1,18.2,0,5,1287888,680904,1
2463,44,671436,10,Salaried,High School,Single,Mortgage,111600,24,833758,140.8,11,2,73.3,7,5,1793775,372829,0
2464,49,2284013,22,Salaried,Bachelor,Divorced,Rent,1616466,72,81630,74.35,13,1,52.8,4,0,139976,62958,1
2465,43,1219370,9,Salaried,High School,Married,Rent,1793311,12,1463093,267.06,18,2,47.4,0,0,2967709,888129,1
2466,30,1510579,0,Self-Employed,Bachelor,Married,Mortgage,1166243,36,1238621,159.2,22,1,51.8,1,4,277653,426338,0
2467,35,1711206,3,Salaried,High School,Married,Own,2245160,12,815549,178.86,11,1,64.1,0,1,2975704,918094,0
2468,54,1523635,31,Business,Bachelor,Divorced,Own,1467325,12,1110403,169.18,25,3,47.0,1,3,855247,414263,1
2469,22,2276889,0,Self-Employed,Bachelor,Single,Own,2301403,60,277155,113.25,2,0,14.1,2,3,1251087,258830,1
2470,31,568115,6,Salaried,Master,Single,Rent,272146,48,887642,204.15,24,1,59.7,7,2,200886,464177,1
2471,64,1873315,43,Salaried,Bachelor,Single,Rent,858361,48,1369486,118.93,20,0,53.4,6,1,1101161,95668,1
2472,25,2441913,4,Salaried,Bachelor,Single,Own,2274968,24,658285,120.12,15,3,68.4,0,4,2696655,558790,1
2473,41,690674,12,Salaried,Bachelor,Married,Rent,1635550,24,58430,245.26,11,2,20.0,2,1,2044658,991079,1
2474,31,771640,5,Salaried,Bachelor,Married,Rent,2271995,84,1135698,441.62,11,0,30.4,2,4,1869553,256219,0
2475,26,1282026,0,Salaried,High School,Single,Mortgage,1038725,72,1095144,166.45,10,0,52.8,3,1,1103038,149895,0
2476,41,1861388,11,Salaried,Master,Single,Own,162514,48,1109786,68.35,28,1,26.1,1,5,2777884,136838,1
2477,46,2404833,25,Salaried,Bachelor,Married,Mortgage,2365634,12,972639,138.82,0,1,1.0,2,4,2334844,173434,1
2478,29,2026244,0,Salaried,Bachelor,Single,Mortgage,2365836,84,205767,126.91,19,0,48.9,4,3,756317,392749,1
2479,24,2022123,0,Salaried,High School,Married,Rent,1936633,48,171813,104.27,29,4,62.9,4,0,1804937,252173,1
2480,27,1203619,0,Salaried,High School,Divorced,Rent,1242881,24,1188948,202.04,16,1,42.4,6,1,1189410,714101,1
2481,52,1677292,18,Salaried,Bachelor,Married,Own,75088,12,1282698,80.95,19,3,56.0,7,3,598461,340854,1
2482,63,669969,34,Self-Employed,Bachelor,Single,Rent,2197168,84,117835,345.54,17,2,53.1,3,3,1967272,363145,0
2483,29,1254506,9,Self-Employed,High School,Married,Mortgage,1997151,12,871537,228.67,15,0,45.2,6,0,1244501,147779,1
2484,36,618388,14,Self-Employed,Master,Married,Own,2019595,36,750819,448.01,18,1,47.7,6,0,293542,573224,0
2485,37,242926,11,Business,Master,Married,Mortgage,551977,48,525065,443.36,27,1,72.0,2,3,2590974,322231,0
2486,38,2167070,18,Salaried,Bachelor,Single,Own,2207096,36,967622,146.5,21,1,25.7,3,2,1818583,705650,1
2487,32,2046970,10,Business,Bachelor,Married,Mortgage,2187197,24,1371317,173.84,25,1,60.5,5,2,1660059,22024,1
2488,23,1364955,0,Salaried,Bachelor,Married,Rent,2579572,60,1232533,279.28,16,0,21.4,7,3,2998576,642796,1
2489,46,213628,24,Self-Employed,High School,Married,Rent,1723649,12,229640,914.34,23,2,29.1,6,5,2129756,800983,0
2490,38,389117,16,Salaried,High School,Single,Mortgage,2208052,84,694665,745.98,26,0,68.9,6,1,2937527,711817,0
2491,37,439305,10,Salaried,Master,Single,Rent,1234373,48,1403595,600.49,6,1,20.8,6,4,2129552,263552,0
2492,33,1843485,12,Business,Bachelor,Married,Own,2105189,72,355287,133.47,25,3,40.2,1,5,507883,696743,1
2493,66,652100,43,Salaried,Master,Single,Mortgage,2097495,72,1281092,518.11,20,1,92.2,1,5,1446465,817784,0
2494,50,760396,16,Salaried,Bachelor,Single,Own,2349790,72,735989,405.81,13,1,65.5,7,5,1527477,526824,0
2495,41,2177747,12,Salaried,High School,Married,Mortgage,2576950,48,782080,154.24,23,1,30.3,3,0,886474,646921,1
2496,31,2213235,0,Salaried,High School,Single,Own,59400,12,375312,19.64,5,2,33.7,1,0,927850,815869,1
2497,60,1950283,35,Unemployed,High School,Married,Rent,2347293,12,1378922,191.06,20,5,41.6,2,5,1789016,480546,1
2498,64,898206,35,Self-Employed,Bachelor,Single,Rent,2387822,36,793088,354.14,17,2,71.2,3,1,1234965,148992,0
2499,22,1525455,0,Self-Employed,High School,Married,Rent,1658868,36,862311,165.27,26,2,25.0,4,1,339174,972292,1
2500,66,644628,41,Salaried,Master,Single,Rent,1582909,84,693762,353.18,18,2,23.8,1,2,1743830,326660,0
2501,55,2170340,33,Salaried,Bachelor,Married,Rent,2181948,48,133961,106.71,15,0,59.3,2,3,1792111,386670,1
